cps19_gender,cps19_yob,cps19_province,cps19_education,cps19_interest_elxn_1,cps19_v_likely,cps19_votechoice
2,38,14,5,6,1,2
2,43,22,7,NA,1,3
2,66,16,9,8,7,NA
1,20,15,6,9,7,NA
1,30,24,5,7,7,NA
2,38,15,5,6,1,1
1,32,25,5,10,7,NA
3,39,14,7,NA,1,9
1,39,22,10,10,NA,NA
1,70,15,8,6,1,3
2,53,15,9,3,1,9
1,46,22,10,10,1,1
2,63,22,5,10,1,5
2,35,14,5,9,1,2
1,57,22,9,7,1,1
2,52,24,8,7,7,NA
1,42,22,8,8,7,NA
3,33,15,4,8,7,NA
2,33,14,9,8,1,2
2,61,15,9,9,2,2
2,39,15,9,8,7,NA
2,37,15,8,9,6,NA
2,66,15,9,8,7,NA
1,26,15,6,7,1,2
1,46,15,7,8,1,1
1,68,22,5,9,1,3
2,72,15,8,1,3,NA
2,74,25,9,6,1,2
2,78,15,5,6,2,3
2,39,14,7,9,1,2
1,69,15,9,10,7,NA
1,61,24,10,7,1,1
2,65,24,9,9,1,1
2,82,22,5,NA,2,2
2,69,15,8,8,2,2
2,49,14,9,NA,2,9
2,70,14,6,NA,1,9
2,57,15,7,9,7,NA
1,33,22,10,7,1,6
2,53,25,4,3,4,NA
3,39,22,10,7,2,6
2,37,24,5,2,NA,NA
2,59,16,8,8,1,2
1,56,22,8,NA,2,9
1,33,22,10,9,1,1
2,40,24,7,10,7,NA
2,58,22,9,8,1,1
1,34,22,6,8,1,2
1,65,22,9,9,1,3
2,56,15,9,6,7,NA
1,37,24,7,10,1,3
2,47,24,9,2,1,9
1,34,24,9,9,1,3
1,58,24,5,8,1,3
2,35,24,6,2,1,9
2,56,22,7,5,1,1
1,46,24,5,8,1,9
2,32,22,9,10,7,NA
2,30,16,9,10,1,1
2,44,22,7,7,1,2
2,81,24,4,1,3,NA
2,35,14,4,10,7,NA
2,38,24,5,8,1,4
2,41,14,4,7,1,2
2,35,22,7,6,1,5
1,37,15,7,4,1,2
2,54,22,7,9,1,2
1,64,25,6,7,2,2
1,46,22,9,10,7,NA
2,58,24,11,9,1,1
2,74,22,5,3,1,1
1,31,22,8,10,1,1
2,65,14,8,4,7,NA
1,54,22,9,4,1,1
1,68,24,10,9,1,5
2,34,14,6,10,7,NA
2,59,22,7,8,7,NA
2,23,22,5,5,1,9
1,54,22,7,5,1,1
2,35,22,6,3,2,9
2,66,22,10,NA,1,1
2,67,24,5,0,1,7
1,71,22,9,7,1,1
2,38,24,9,3,1,4
2,69,24,9,2,1,3
2,69,24,7,1,2,9
2,79,22,5,NA,2,3
1,68,22,9,6,1,6
2,39,22,5,6,2,9
1,44,24,9,1,4,NA
1,26,24,10,8,2,9
1,29,24,10,6,2,9
2,42,24,6,NA,1,7
1,80,15,4,9,1,2
1,70,22,4,6,2,1
2,52,22,7,10,1,1
2,36,24,9,6,1,2
2,40,24,5,3,7,NA
1,66,24,7,8,1,4
2,32,25,5,10,NA,NA
2,57,24,10,NA,1,4
2,37,24,3,8,NA,NA
1,31,22,9,9,1,1
2,32,22,9,5,1,1
2,71,16,8,10,1,2
2,49,22,7,9,1,3
1,43,22,9,8,7,NA
1,36,14,9,9,1,2
2,44,22,5,8,7,NA
2,59,24,10,NA,7,NA
2,47,24,7,NA,2,1
1,42,24,9,9,1,2
2,66,22,5,3,6,NA
1,44,16,5,2,2,2
2,33,24,8,10,7,NA
2,36,24,6,10,1,2
2,39,22,7,7,1,3
2,65,24,7,5,6,NA
2,72,24,5,6,1,5
1,59,22,9,8,1,2
2,43,22,5,10,1,1
2,68,22,4,NA,2,3
1,36,24,6,9,1,1
2,37,24,9,6,1,9
2,19,25,2,7,2,2
1,34,22,7,9,1,2
2,72,22,10,8,1,2
2,38,24,7,NA,7,NA
1,33,14,7,9,1,1
2,80,22,7,6,2,1
2,59,22,6,4,NA,NA
1,38,22,9,10,1,2
2,43,22,9,9,7,NA
1,82,22,5,3,7,NA
1,43,24,9,2,2,4
1,33,25,9,8,1,3
1,43,22,9,9,1,2
2,53,22,7,7,7,NA
1,67,24,10,8,1,5
2,61,22,7,10,1,3
1,67,22,9,8,1,1
2,58,22,7,NA,1,1
1,66,15,6,10,1,3
2,31,22,7,9,1,3
2,68,22,9,9,1,3
2,49,25,8,6,1,2
2,53,22,7,4,1,9
1,61,15,4,6,3,NA
2,77,24,11,1,NA,NA
2,67,22,9,8,1,5
2,59,22,9,6,2,9
2,31,22,10,7,7,NA
2,81,22,8,6,1,3
1,29,22,11,4,7,NA
2,48,22,5,4,3,NA
1,76,14,8,8,1,3
1,62,24,6,8,1,1
1,33,22,9,7,2,1
1,62,24,5,8,1,2
2,37,16,5,7,1,3
2,53,22,11,8,1,1
1,38,15,9,9,1,9
2,49,22,8,6,2,1
2,53,22,12,NA,1,3
1,46,24,8,9,7,NA
2,53,22,5,NA,3,NA
2,51,24,5,NA,1,1
2,60,22,10,NA,NA,NA
1,28,24,8,9,1,1
2,56,22,7,7,1,9
1,48,22,9,10,7,NA
2,37,22,7,7,7,NA
2,65,22,6,2,2,1
1,38,24,6,7,7,NA
2,48,22,9,8,1,5
2,43,22,5,7,7,NA
1,66,22,9,10,1,2
2,68,15,7,9,1,9
1,40,22,5,2,7,NA
2,68,22,5,0,1,5
2,62,22,9,10,1,1
2,63,24,3,NA,2,5
2,58,24,6,2,2,5
2,72,22,4,6,2,2
1,34,22,7,9,1,5
1,52,16,9,6,6,NA
2,57,24,4,0,2,5
2,67,22,6,NA,2,5
2,32,22,9,2,NA,NA
2,60,25,7,10,1,9
2,44,22,7,NA,1,2
1,18,22,11,8,1,2
2,59,22,7,4,1,3
1,43,24,7,10,1,1
1,53,22,5,10,1,2
1,35,24,7,7,2,1
2,48,22,9,9,7,NA
1,28,22,11,9,2,2
1,28,22,10,8,1,2
1,44,22,7,9,1,2
1,64,22,6,8,7,NA
2,71,15,9,8,1,3
1,47,14,9,8,1,3
2,44,14,5,7,1,2
2,44,22,5,5,6,NA
2,51,14,5,4,6,NA
2,76,22,9,9,1,3
1,45,22,7,7,1,1
2,49,16,9,7,7,NA
2,18,22,4,10,1,2
2,43,14,7,9,1,2
1,58,22,9,5,7,NA
2,75,24,8,7,1,1
2,55,22,9,6,NA,NA
2,65,16,9,9,1,2
1,42,22,5,6,1,2
1,41,22,9,8,1,6
2,39,22,7,9,7,NA
2,24,16,6,10,7,NA
2,53,22,7,10,1,5
2,69,24,9,9,1,5
2,78,22,7,4,1,9
2,75,22,7,3,1,3
1,55,22,9,6,7,NA
2,36,14,6,7,1,2
2,48,22,7,6,2,1
2,56,16,7,2,2,3
2,69,16,6,1,1,3
2,76,22,10,10,1,3
1,22,22,9,2,1,2
2,58,24,5,6,1,4
2,45,24,6,10,1,4
2,39,14,10,9,1,9
2,79,22,8,7,1,2
1,56,22,9,6,7,NA
1,26,22,9,10,1,1
2,66,22,9,9,1,5
2,71,22,9,7,1,1
2,43,22,4,NA,7,NA
1,74,14,5,8,7,NA
1,32,22,5,9,1,1
2,56,22,5,NA,1,3
2,71,22,9,10,7,NA
1,64,22,4,9,1,2
1,55,25,7,8,1,2
2,41,24,7,6,1,1
2,76,22,9,2,NA,NA
1,66,24,9,4,NA,NA
2,37,16,5,4,2,9
1,58,24,10,10,2,1
2,67,22,6,NA,2,9
2,77,22,8,10,7,NA
2,44,15,8,10,7,NA
1,71,22,6,7,NA,NA
1,45,16,5,10,1,2
1,33,22,9,6,2,1
2,50,15,11,8,1,1
2,53,22,6,7,3,NA
2,61,16,9,8,1,2
2,75,22,7,5,1,3
2,61,22,11,10,7,NA
2,79,22,6,2,2,3
1,51,22,9,7,2,1
1,51,14,4,7,1,6
1,61,22,9,9,1,5
2,28,22,6,10,7,NA
1,41,24,5,2,1,4
1,51,24,9,7,1,9
1,51,22,9,7,3,NA
1,81,16,5,7,1,3
2,55,25,7,4,2,1
2,30,24,6,6,2,9
1,30,16,7,7,7,NA
1,76,14,8,2,3,NA
2,39,22,6,8,1,2
2,79,22,5,NA,2,3
2,26,22,9,8,1,1
1,33,24,9,3,1,1
1,39,24,8,10,1,3
2,55,24,11,8,1,9
1,49,24,8,7,7,NA
2,63,22,9,6,1,2
2,24,22,5,9,7,NA
1,31,22,10,7,1,2
1,42,15,5,8,1,5
2,36,15,5,6,1,2
1,28,14,7,9,7,NA
2,41,24,5,8,1,4
2,31,24,8,4,1,1
2,38,24,11,7,7,NA
1,78,22,9,5,1,2
1,32,25,7,9,1,9
2,44,22,7,9,1,9
1,44,22,9,8,1,3
2,68,22,7,4,2,2
1,53,24,5,6,2,2
2,68,22,10,10,2,1
2,70,15,5,10,7,NA
2,50,16,4,9,1,1
2,66,22,5,8,1,3
1,56,22,7,10,1,6
1,63,24,5,0,2,9
1,24,22,9,9,1,1
2,59,22,8,8,1,1
2,50,24,9,NA,1,3
2,70,24,7,7,1,3
2,76,16,6,4,1,3
2,58,22,7,5,1,1
1,16,22,10,10,1,2
2,68,14,6,10,1,2
1,48,22,7,5,2,2
2,69,24,11,NA,2,1
2,51,22,7,10,7,NA
1,81,22,8,6,1,1
2,71,24,9,4,1,3
2,70,14,5,6,1,2
2,48,14,6,9,1,9
1,66,22,7,9,1,1
2,20,15,8,8,7,NA
2,35,15,6,6,1,1
2,53,22,7,8,1,2
2,38,24,5,7,7,NA
2,38,22,8,4,1,9
2,75,24,8,6,7,NA
2,45,25,5,NA,1,2
2,22,15,8,10,1,1
2,32,22,10,9,7,NA
1,24,16,4,6,1,2
2,28,15,7,10,7,NA
1,67,24,11,5,1,5
2,77,22,9,7,1,2
1,59,25,7,4,2,2
2,69,22,7,10,1,3
2,58,24,7,8,1,9
2,78,14,8,8,1,3
2,39,22,7,8,7,NA
1,61,24,9,7,2,1
2,76,22,10,9,1,2
2,63,24,7,10,1,3
2,65,15,9,5,7,NA
1,35,15,7,7,1,3
2,63,24,11,8,1,3
1,35,16,9,8,1,2
2,32,22,10,8,7,NA
1,24,14,10,9,1,2
1,50,15,7,3,2,9
1,62,24,7,9,1,4
2,30,22,5,7,7,NA
1,34,22,5,9,7,NA
2,68,14,10,NA,1,2
2,80,16,8,2,3,NA
1,43,24,7,6,1,2
2,38,22,7,8,1,1
2,75,22,6,8,2,2
2,46,15,10,8,1,9
1,42,24,11,6,7,NA
2,71,14,9,10,1,2
2,40,22,11,10,1,1
1,33,22,9,7,1,2
2,32,22,6,4,1,2
1,40,22,11,9,7,NA
2,17,22,8,9,7,NA
2,76,22,5,NA,1,2
2,82,24,5,6,3,NA
2,58,24,9,6,1,5
2,74,16,9,4,1,3
2,34,15,10,7,7,NA
1,81,24,7,6,1,5
1,68,24,10,8,NA,NA
2,74,22,9,4,4,NA
2,77,22,7,0,4,NA
2,32,16,10,10,7,NA
1,36,24,9,10,1,1
1,51,14,7,4,1,1
2,73,14,7,10,1,5
2,62,24,8,8,7,NA
2,81,22,8,NA,1,1
2,34,16,4,10,7,NA
1,30,22,2,6,1,2
1,56,25,7,7,1,2
2,61,14,10,7,7,NA
1,60,16,5,8,1,2
2,51,14,7,6,1,3
2,72,14,8,8,2,1
1,47,25,7,10,1,9
2,78,24,9,7,1,2
1,66,22,9,9,1,1
1,67,22,9,6,1,3
1,76,25,8,8,1,2
2,25,24,5,10,7,NA
2,68,22,10,1,1,2
1,69,22,11,10,2,2
2,24,15,6,8,1,9
2,34,15,6,10,7,NA
1,51,16,11,7,7,NA
2,59,14,6,7,7,NA
2,35,22,7,10,7,NA
2,78,14,6,10,7,NA
1,2,15,1,5,1,2
2,39,22,6,5,1,5
2,59,14,5,NA,1,2
2,60,14,7,7,1,2
2,39,14,6,10,1,1
1,31,14,7,8,1,1
3,79,22,8,8,2,1
2,35,22,9,3,3,NA
2,43,22,4,10,1,6
2,72,14,9,7,1,2
1,29,22,9,8,7,NA
1,68,22,5,8,1,2
2,66,14,7,5,2,3
2,40,14,5,10,1,2
1,39,24,9,7,1,1
2,65,26,4,NA,2,5
2,32,22,9,8,1,9
1,46,24,9,8,2,4
2,25,15,8,7,1,1
2,73,14,6,8,7,NA
2,77,15,9,4,7,NA
2,57,24,7,NA,1,2
2,66,22,10,6,1,2
1,63,16,11,10,1,1
2,37,22,5,10,1,1
2,27,22,9,6,1,1
1,26,22,7,9,7,NA
2,26,15,7,5,1,5
1,17,22,4,10,7,NA
1,32,22,7,9,1,2
1,28,25,8,10,1,2
1,75,14,5,7,1,1
1,53,25,5,10,1,2
2,71,14,9,8,1,1
1,58,15,9,7,1,3
2,41,16,9,2,2,9
1,44,24,8,6,1,9
2,39,24,9,9,1,4
2,70,22,5,5,1,2
2,66,22,7,5,1,9
2,47,14,8,8,1,9
2,56,24,8,8,1,4
2,79,25,9,9,2,5
1,44,24,9,8,1,4
2,52,14,4,NA,3,NA
2,58,14,7,8,2,9
1,74,22,8,8,7,NA
2,81,24,5,9,1,1
1,81,22,5,7,1,1
1,48,16,7,6,7,NA
2,37,24,7,6,1,9
1,59,14,6,10,1,2
1,63,25,5,6,1,3
2,64,14,5,NA,1,3
2,47,25,9,6,1,3
2,78,22,7,8,6,NA
1,41,24,4,7,7,NA
2,23,15,5,10,6,NA
2,46,15,7,9,2,3
2,39,14,6,9,1,2
2,28,25,6,7,1,2
1,26,14,8,9,7,NA
2,49,15,5,9,1,3
1,29,14,4,10,7,NA
2,59,24,10,4,7,NA
1,49,21,8,10,1,1
1,49,14,9,10,1,2
1,64,15,6,6,2,1
2,45,25,5,5,7,NA
2,56,25,9,NA,1,9
2,77,15,4,9,7,NA
1,47,14,7,6,1,2
2,34,16,6,10,1,2
1,42,25,8,7,1,9
2,53,24,9,5,1,4
1,82,24,6,8,2,1
2,63,16,9,6,NA,NA
2,70,15,9,9,7,NA
2,74,15,7,NA,2,3
1,26,16,11,8,2,1
2,73,24,7,5,1,2
1,42,24,10,9,1,1
1,41,24,9,6,6,NA
1,41,15,8,9,2,9
1,41,24,8,8,1,4
1,75,14,9,7,7,NA
2,56,14,5,8,7,NA
2,62,16,9,4,1,3
2,41,24,9,7,1,9
2,47,15,7,NA,1,1
1,64,24,11,8,1,1
1,40,24,10,4,7,NA
1,29,24,7,9,7,NA
1,50,24,9,1,7,NA
2,42,16,6,7,1,2
2,42,24,5,3,1,4
1,67,14,4,6,1,5
1,41,15,8,9,1,9
1,47,14,5,10,1,2
1,62,16,4,7,2,2
1,42,24,10,10,1,1
1,30,24,9,9,1,4
2,34,15,5,10,7,NA
1,70,14,9,8,7,NA
1,60,24,6,8,1,1
2,21,15,11,9,1,3
1,25,24,8,2,1,9
2,27,15,9,7,1,9
1,56,14,7,8,7,NA
1,39,24,5,7,7,NA
2,54,14,9,9,1,9
1,21,15,7,8,7,NA
1,41,15,11,10,7,NA
2,44,15,6,2,2,3
1,45,16,7,7,1,3
1,37,24,8,NA,7,NA
1,45,24,7,NA,1,1
2,66,24,5,4,3,NA
2,35,14,10,NA,1,9
1,63,24,8,8,7,NA
2,29,24,5,7,7,NA
2,24,24,5,8,7,NA
2,79,15,5,5,1,5
1,37,24,7,9,1,4
1,28,14,9,9,7,NA
1,42,14,6,10,1,3
2,36,14,7,10,1,2
1,27,24,8,7,1,4
1,63,24,11,7,2,4
2,22,25,9,10,7,NA
1,42,15,9,8,1,3
1,30,24,7,NA,7,NA
1,36,15,6,8,1,2
2,68,24,9,2,1,9
1,33,15,8,10,1,1
2,26,24,9,6,1,4
1,36,25,8,10,1,2
2,38,15,6,10,7,NA
1,69,16,7,4,1,1
1,53,14,5,8,1,2
2,60,24,8,8,7,NA
2,22,14,6,10,7,NA
2,66,24,5,NA,1,9
1,30,24,11,10,1,1
1,73,14,7,10,NA,NA
2,33,15,6,8,1,1
1,39,24,7,10,1,9
2,31,16,11,6,2,2
1,42,24,4,2,2,9
2,44,15,9,9,1,1
2,58,15,9,9,7,NA
1,27,24,7,9,7,NA
1,53,24,11,5,1,9
1,34,25,5,4,NA,NA
1,34,14,5,9,1,2
1,27,16,5,7,1,2
1,16,24,11,10,7,NA
2,40,15,9,10,1,9
1,59,24,10,9,1,1
2,33,15,9,6,2,3
1,54,14,6,2,6,NA
2,32,24,5,3,1,9
1,49,14,7,9,NA,NA
1,53,14,8,6,1,6
2,50,14,6,5,7,NA
1,39,15,10,7,7,NA
2,38,25,6,4,2,2
1,31,24,9,7,1,1
1,69,16,10,9,2,5
2,70,24,7,3,7,NA
2,43,24,3,3,1,9
3,44,24,11,10,7,NA
1,65,14,5,8,2,2
2,78,24,6,7,2,3
2,40,24,5,8,1,1
2,71,24,7,8,NA,NA
2,26,24,8,8,1,1
2,47,14,9,9,1,9
2,37,15,7,7,1,3
1,16,14,11,9,1,1
1,24,16,6,NA,1,2
1,29,25,6,10,7,NA
1,52,24,8,8,1,1
2,74,24,7,2,2,2
2,28,24,7,7,1,4
2,59,24,7,6,1,9
2,66,24,9,8,7,NA
2,42,14,9,10,7,NA
2,33,15,6,9,7,NA
2,63,15,5,8,7,NA
1,55,14,7,2,7,NA
1,27,16,7,9,1,2
1,33,25,9,8,1,5
1,40,15,7,9,7,NA
1,51,15,7,1,3,NA
1,67,15,7,8,7,NA
1,72,15,9,8,7,NA
1,68,15,5,2,3,NA
2,32,24,5,10,7,NA
1,23,15,11,10,7,NA
2,40,24,5,NA,1,4
2,60,15,10,8,1,1
2,62,24,8,10,1,4
2,55,24,7,NA,7,NA
2,70,15,5,4,1,3
2,53,16,8,7,1,9
3,54,14,10,NA,1,3
2,45,15,5,5,1,2
1,56,24,11,8,7,NA
2,46,15,4,NA,1,1
2,52,15,7,4,2,9
1,34,24,7,9,1,4
2,35,24,9,9,1,1
1,50,15,8,0,4,NA
2,52,24,7,8,1,5
1,32,24,9,4,7,NA
2,32,24,7,9,7,NA
2,51,14,6,6,2,1
1,46,15,9,6,1,9
1,55,24,9,7,1,1
2,76,25,9,10,7,NA
1,48,24,6,NA,NA,NA
1,38,24,5,2,1,2
2,60,14,7,8,1,9
1,37,14,7,0,4,NA
1,39,24,5,8,1,1
1,16,24,5,3,7,NA
1,29,24,9,10,1,2
1,39,14,7,8,1,2
1,26,24,8,9,1,1
2,41,24,7,2,1,4
2,69,24,5,6,1,4
2,53,24,10,3,3,NA
2,36,25,5,10,1,5
2,21,15,6,NA,7,NA
1,62,24,9,8,1,2
1,22,24,8,8,1,1
2,32,24,9,9,1,1
1,28,24,4,0,1,4
2,38,15,8,10,1,5
2,71,14,9,8,1,9
2,69,15,9,4,2,9
2,41,16,7,6,1,2
1,29,14,10,8,7,NA
1,38,24,7,10,1,4
2,48,24,9,3,2,9
2,66,24,9,5,6,NA
1,50,16,7,8,1,2
1,56,14,5,6,2,2
2,79,14,8,4,7,NA
1,71,24,7,8,NA,NA
2,39,24,5,6,7,NA
2,81,24,7,3,7,NA
2,66,15,5,1,4,NA
1,37,24,10,6,1,1
1,31,24,9,5,1,2
2,61,16,7,0,4,NA
1,56,16,3,6,2,5
1,40,24,7,8,1,4
2,25,24,8,10,7,NA
2,72,14,8,8,1,2
2,28,24,9,7,1,4
2,36,24,7,8,7,NA
1,77,24,9,7,1,1
2,65,15,8,NA,2,2
2,36,24,9,3,7,NA
2,76,15,9,7,1,3
2,56,24,11,2,2,3
2,31,24,4,9,7,NA
1,30,24,9,7,7,NA
2,44,24,5,10,1,4
1,56,24,7,8,7,NA
2,51,24,7,5,2,3
2,57,24,10,10,7,NA
1,46,24,5,8,1,4
2,33,24,9,10,1,1
1,33,24,5,8,1,5
1,43,24,6,8,1,1
1,36,24,6,8,7,NA
2,62,24,7,NA,2,9
2,68,24,9,8,NA,NA
1,43,24,5,10,1,4
2,29,24,9,9,1,4
1,46,24,9,9,7,NA
1,30,24,9,5,1,9
2,46,24,5,4,2,9
2,38,24,8,1,1,4
2,44,24,9,9,7,NA
2,66,24,11,6,2,1
2,45,24,8,10,1,2
2,43,24,2,2,2,1
1,37,24,4,5,1,9
2,66,24,7,7,1,3
1,30,24,7,7,1,4
2,23,24,6,9,1,9
1,50,24,9,7,7,NA
2,72,24,9,NA,1,2
2,34,24,5,2,NA,NA
1,20,24,10,8,1,4
2,75,24,11,8,1,4
2,68,24,5,10,1,5
2,69,24,7,2,1,5
2,26,24,7,4,1,9
1,40,24,9,6,1,3
2,68,24,8,5,2,3
1,25,24,7,7,1,4
2,81,24,7,8,1,6
2,47,24,9,7,7,NA
2,50,24,8,8,2,1
1,31,24,10,7,1,1
2,58,24,10,NA,1,5
2,81,24,6,8,1,3
2,59,24,11,6,1,3
1,30,24,10,8,7,NA
1,30,24,10,10,1,1
1,31,24,9,9,7,NA
1,35,24,11,3,6,NA
2,56,24,8,2,1,1
2,27,24,8,7,7,NA
2,28,24,8,3,7,NA
1,61,24,9,7,7,NA
1,28,24,10,10,1,4
1,61,24,9,6,1,3
1,31,24,9,7,1,4
2,72,24,7,2,7,NA
2,81,24,6,6,1,3
1,30,24,6,8,1,4
1,78,24,8,6,7,NA
1,33,24,7,8,7,NA
1,31,24,5,6,1,1
2,35,24,6,7,2,9
2,55,24,9,9,1,9
1,65,24,9,NA,1,3
2,76,24,7,NA,3,NA
2,71,24,5,6,7,NA
1,35,24,5,7,2,4
1,69,24,7,5,NA,NA
1,39,24,5,9,1,4
1,61,24,6,8,1,5
1,68,24,9,9,1,3
2,48,24,9,6,2,9
2,78,24,6,NA,1,2
2,58,24,11,0,6,NA
2,49,24,8,7,1,9
1,32,24,8,NA,4,NA
2,54,24,9,10,7,NA
1,57,24,8,8,1,3
2,73,24,4,0,4,NA
2,52,24,6,2,2,9
2,81,24,5,7,1,4
1,38,24,5,3,1,9
2,71,24,8,2,1,5
1,44,24,8,10,1,9
2,46,24,8,7,1,2
1,35,24,5,10,1,9
1,46,24,9,7,7,NA
1,47,24,7,NA,6,NA
2,30,24,5,9,1,9
1,63,24,6,3,1,3
2,67,19,5,NA,1,6
2,63,19,11,7,4,NA
2,40,19,12,7,1,1
1,52,22,9,4,2,6
1,51,22,6,10,1,1
2,72,15,5,10,1,3
2,77,15,8,9,7,NA
2,71,14,4,10,2,1
2,80,15,8,8,1,5
1,79,18,5,4,1,9
2,35,14,9,7,1,2
2,68,14,10,7,1,2
2,75,22,5,8,1,3
1,54,14,9,2,3,NA
1,71,22,4,3,2,5
2,59,22,12,5,7,NA
1,61,15,7,10,1,1
1,43,15,10,8,1,6
1,82,15,4,6,3,NA
2,56,24,5,8,2,9
1,63,22,9,9,1,3
2,71,22,4,9,1,2
2,66,15,6,8,7,NA
2,54,25,7,10,1,2
1,67,14,6,5,2,2
2,61,15,9,NA,NA,NA
2,48,22,9,9,7,NA
2,77,22,7,9,7,NA
2,32,24,5,8,1,1
2,28,16,7,9,1,3
2,63,14,5,8,1,5
1,65,15,6,9,1,5
1,67,22,6,9,1,2
1,52,15,7,NA,1,9
2,70,17,9,9,1,2
1,38,14,7,10,7,NA
2,51,15,9,NA,7,NA
2,65,15,5,7,1,2
2,51,18,7,7,7,NA
2,71,15,10,8,2,9
1,67,15,10,6,7,NA
2,47,15,6,5,1,2
1,64,22,5,0,NA,NA
2,59,15,8,4,2,3
1,51,22,6,1,NA,NA
2,62,22,5,2,1,5
2,52,15,8,6,1,5
2,67,14,7,8,2,9
1,80,15,5,4,2,3
2,35,22,9,10,1,1
2,32,22,7,4,1,5
1,37,14,10,9,7,NA
1,60,15,5,6,2,1
2,67,15,6,9,1,3
1,33,24,9,7,1,2
1,74,24,7,NA,3,NA
2,65,15,4,2,2,3
1,38,22,8,9,7,NA
1,66,14,4,6,2,5
1,27,22,5,9,1,5
2,39,14,5,7,7,NA
2,75,22,9,10,1,1
2,40,24,8,4,7,NA
2,59,22,5,0,3,NA
1,71,14,6,7,1,2
1,30,24,10,10,7,NA
2,80,20,5,NA,2,2
1,39,24,10,7,1,1
1,40,24,5,2,4,NA
2,63,15,4,7,2,3
1,81,22,6,10,3,NA
2,49,20,7,9,1,5
2,43,15,11,7,1,2
1,79,22,8,4,1,6
1,57,24,7,6,7,NA
1,37,20,9,1,1,1
2,47,24,5,8,1,1
2,42,20,6,NA,1,5
2,70,24,9,2,NA,NA
2,45,15,7,4,2,9
2,72,24,7,1,1,3
2,35,24,7,8,7,NA
1,30,22,6,9,1,1
2,23,24,6,8,7,NA
1,38,22,7,10,1,2
2,34,22,10,7,7,NA
1,37,22,10,8,1,1
2,67,20,6,6,1,3
1,30,17,9,5,7,NA
1,33,23,4,8,1,1
2,18,20,5,4,7,NA
2,68,22,4,6,2,1
2,65,25,7,8,1,2
2,69,22,11,10,7,NA
2,65,25,7,4,1,2
2,42,22,9,5,1,9
2,25,22,8,NA,1,2
1,28,20,9,7,1,1
2,31,20,5,10,7,NA
2,76,20,7,3,2,3
2,61,24,6,3,1,2
2,71,24,2,4,1,4
2,33,23,9,3,1,1
2,71,22,11,10,1,3
2,46,22,10,6,2,5
2,60,22,7,6,1,2
2,34,24,9,6,1,2
2,41,22,7,10,1,2
1,44,24,9,10,1,1
1,51,24,6,10,7,NA
2,25,17,3,7,7,NA
2,37,18,9,NA,NA,NA
2,79,22,8,10,7,NA
2,73,22,7,2,1,3
1,47,22,9,6,1,9
2,50,16,6,1,3,NA
1,41,18,9,9,1,1
2,46,22,6,10,7,NA
1,50,22,10,9,7,NA
2,38,18,10,8,1,2
1,29,22,9,3,7,NA
2,60,22,10,5,1,1
2,65,20,9,7,1,9
2,41,18,8,10,1,9
1,32,24,9,3,3,NA
2,61,17,5,3,1,6
2,61,24,5,NA,1,1
2,40,22,7,5,2,1
1,61,24,7,4,2,1
1,30,24,4,8,1,4
2,43,22,4,NA,2,9
1,63,22,4,7,1,6
2,38,24,6,8,1,7
1,38,24,9,10,1,4
1,68,14,4,3,6,NA
2,52,14,7,NA,2,2
1,44,24,7,8,1,4
2,49,22,7,10,1,3
2,64,14,8,10,7,NA
2,47,15,7,2,7,NA
1,30,22,6,NA,7,NA
1,60,14,9,10,7,NA
2,62,14,6,7,1,9
2,63,22,7,10,1,3
2,45,22,8,7,1,3
2,62,15,11,NA,7,NA
1,28,22,6,7,1,1
2,69,22,10,9,1,2
2,72,22,9,1,3,NA
2,47,18,7,7,7,NA
2,70,17,5,3,1,3
2,33,22,4,3,3,NA
2,36,22,4,10,1,2
2,25,22,5,10,7,NA
2,26,22,8,10,7,NA
2,44,24,7,3,1,4
2,48,22,10,10,1,9
1,42,14,9,8,1,2
2,50,20,7,8,1,1
2,44,22,7,10,1,3
2,68,16,10,2,1,9
2,82,24,6,8,1,3
2,42,22,9,10,7,NA
2,64,14,6,7,1,2
1,34,22,5,NA,7,NA
1,57,24,11,7,1,4
2,40,22,9,7,7,NA
1,40,17,10,NA,7,NA
1,63,17,9,8,7,NA
1,52,22,9,NA,1,2
1,44,22,6,6,2,9
1,50,17,7,4,1,2
2,48,22,7,8,1,9
1,34,24,9,8,1,2
2,62,17,9,6,1,3
2,33,20,5,9,7,NA
2,34,24,5,4,7,NA
1,63,24,10,8,1,1
1,27,18,8,8,1,2
2,38,14,5,8,1,9
2,32,22,5,7,1,9
2,73,22,8,NA,1,9
1,80,24,7,6,2,3
2,39,24,7,8,7,NA
2,66,22,5,3,2,2
2,47,14,6,7,1,2
1,45,24,6,7,7,NA
2,71,22,2,4,6,NA
2,45,22,7,10,7,NA
2,53,16,7,3,1,2
1,37,22,6,7,1,1
1,44,22,6,10,7,NA
2,44,20,8,10,7,NA
2,46,24,6,10,1,4
2,20,22,5,8,1,2
2,56,15,5,2,1,3
2,75,22,7,8,1,3
1,49,22,9,10,2,1
1,40,15,5,5,3,NA
2,52,22,7,6,1,2
2,52,16,6,9,1,1
2,46,24,6,10,1,5
2,54,25,4,1,3,NA
1,44,14,10,8,1,1
1,37,24,7,3,7,NA
1,34,24,9,8,1,1
1,71,22,7,5,2,1
1,25,22,7,8,1,3
2,55,14,10,7,5,NA
